headline,Positive,Neutral,Negative,Compound
Martha McSally Appointed to Arizona Senate Seat Once Held by John McCain,0.0,1.0,0.0,0.0
4 Takeaways from Xi Jinping’s Speech Defending Communist Party Control,0.231,0.769,0.0,0.4019
New York Times Crossword Contributors to See Pay Raise After Jan. 1,0.0,0.887,0.113,-0.1027
"For Wedding Guests, a Touch-Up at the Glam Bar",0.0,1.0,0.0,0.0
Trump Administration Imposes Ban on Bump Stocks,0.0,0.5,0.5,-0.6124
"A Family’s Christmas, Filled With the Tastes of Jamaica",0.0,1.0,0.0,0.0
Plans to Redevelop R.F.K. Stadium Face Headwinds,0.0,1.0,0.0,0.0
New York Fines Barclays $15 Million Over C.E.O.’s Whistle-Blower Hunt,0.0,1.0,0.0,0.0
2 Chicago Police Officers Killed by a Train as They Chased a Suspect,0.0,0.621,0.379,-0.7717
The Laundromat Is Hot!,0.0,1.0,0.0,0.0
"Barca, Seafood With a View, Opens on Staten Island",0.0,1.0,0.0,0.0
How to Make a Times Crossword Puzzle,0.0,1.0,0.0,0.0
U.K. Begins to Think Seriously About a ‘No-Deal Brexit’,0.0,0.825,0.175,-0.1779
The Biggest Fake News in Fashion,0.0,0.617,0.383,-0.4767
"Trump Wants the Fed to ‘Feel the Market.’ That’s Pretty Good Advice, Actually.",0.357,0.643,0.0,0.7269
Tiny Love Stories: ‘We Need to End Whatever This Is’,0.318,0.682,0.0,0.6369
"Roland Fryer, Accused of Harassment at Harvard, Quits Economics Panel",0.0,0.584,0.416,-0.6908
"Watch ‘Bambi’ Monthly in Jail, Judge Orders Man in Deer Poaching Case",0.0,1.0,0.0,0.0
A Victory for Spectrum Cable Customers: Charter to Pay $75 Refunds and Offer Free HBO,0.186,0.734,0.079,0.4404
"France, Not Waiting for European Union, to Tax U.S. Tech Firms as ’19 Starts",0.0,1.0,0.0,0.0
Steven Spielberg on Storytelling’s Power to Fight Hate,0.0,0.488,0.512,-0.743
Utah to Begin Enforcing Strictest D.U.I. Law in Country,0.0,1.0,0.0,0.0
XXXTentacion’s ‘Skins’ Is No. 1 After Two Weeks of Chart Confusion,0.0,0.82,0.18,-0.296
The Lives They Loved: Submit Your Memories,0.394,0.606,0.0,0.5994
"Yes, I Look Young. Stop Reminding Me.",0.273,0.505,0.222,0.128
"Nearly 40,000 People Died From Guns in U.S. Last Year, Highest in 50 Years",0.0,0.783,0.217,-0.5574
How Do I Write About My Life Without Alienating Everyone in It?,0.0,1.0,0.0,0.0
Offset’s ‘Toxic’ Apology to Cardi B Sets Off Social Media Outrage,0.089,0.667,0.244,-0.4767
"Addicted to Vaped Nicotine, Teenagers Have No Clear Path to Quitting",0.0,0.821,0.179,-0.2924
How to Help Teenagers Quit Vaping,0.351,0.649,0.0,0.4019
Trump Administration Report on School Safety Plays Down Role of Guns,0.348,0.652,0.0,0.5859
Yemen Cease-Fire Takes Effect: Why Now and What’s Next?,0.0,1.0,0.0,0.0
Breast-Feeding Tied to Smaller Waist Size in Mother,0.0,1.0,0.0,0.0
Yemeni Mother Gets Travel Ban Waiver to Visit Dying Son in California,0.0,0.753,0.247,-0.5574
Belgium’s Prime Minister Resigns After Revolt Over Migration,0.0,0.753,0.247,-0.3182
"Transgender Woman’s Murder Is Prosecuted as ‘Feminicide,’ in First for Colombia",0.0,0.552,0.448,-0.8074
"Stock Markets Are Wild, but Bond Markets Can Be Dangerous",0.0,0.684,0.316,-0.631
Raja Feather Kelly Named New York Live Arts Resident Commissioned Artist,0.0,1.0,0.0,0.0
The Best Photo Books of 2018,0.457,0.543,0.0,0.6369
These Celebrities Actually Want to Host the Oscars,0.157,0.843,0.0,0.0772
Honduran Migrant Seen Fleeing Tear Gas With Her Toddlers Is Now in U.S.,0.0,1.0,0.0,0.0
Outside Hungary’s State Television: A Protest. On Air: Pigeon Talk.,0.0,0.818,0.182,-0.25
"Baby, That Song’s a Mess (But Do You Listen Any Less?)",0.0,0.851,0.149,-0.1901
Oil Prices Plummet 7% on Fears of a Glut,0.0,0.741,0.259,-0.4215
Suicide Among Veterans Is Rising. But Millions for Outreach Went Unspent by V.A.,0.162,0.671,0.168,-0.0258
Penny Marshall Movie and TV Moments,0.0,1.0,0.0,0.0
"CBS Is Footing Moonves’s Legal Bills, Giving Him an Incentive to Fight",0.376,0.471,0.153,0.4215
Who Are the Students That Won Our 2018 Review Contest? Here’s a List,0.236,0.764,0.0,0.5719
"Critiquing Lil Pump, ‘The Good Place’ and the China Canteen: 10 Winning Student Reviews From Our 2018 Contest",0.283,0.717,0.0,0.743
"Flyers, at ‘Rock Bottom,’ Shake Up Their Organization",0.0,0.805,0.195,-0.1779
7 Ways to Fix the M.T.A. (Which Needs a $60 Billion Overhaul),0.0,1.0,0.0,0.0
"Officers Had No Duty to Protect Students in Parkland Massacre, Judge Rules",0.176,0.676,0.149,0.1027
Judge Seeks Monitoring of CVS and Aetna During Antitrust Review,0.0,1.0,0.0,0.0
Ninja Would Like to Get Some More Sleep,0.263,0.737,0.0,0.3612
A Q. and A. With Alice Walker Stoked Outrage. Our Book Review Editor Responds.,0.0,0.798,0.202,-0.5106
Latent Prejudice Stirs When a Black Man Tries to Join a Charleston Club,0.133,0.667,0.2,-0.2732
N.J. Governor’s Inner Circle Knew of Sexual Assault Complaint Against Aide,0.0,0.6,0.4,-0.7184
"In a Sea of Catching Options, Wilson Ramos ‘Commanded the Room’",0.0,1.0,0.0,0.0
Brooklyn Senator Tells a G.O.P. Foe to ‘Kill Yourself’ on Twitter,0.0,0.775,0.225,-0.4404
The Market Is Worried. The Economy Is Strong. How Will the Fed React?,0.2,0.667,0.133,0.2732
Advertisers Flee Tucker Carlson’s Fox News Show After He Derides Immigrants,0.0,0.833,0.167,-0.25
"Washington’s Mystery Witness Turns Out to Be a Corporation, Not a Person",0.0,1.0,0.0,0.0
Ukraine Wins New I.M.F. Support as Tensions Rise With Russia,0.398,0.435,0.168,0.5719
"U.S., Supporting Mexico’s Plan, Will Invest $5.8 Billion in Central America",0.225,0.775,0.0,0.4404
Senate Passes Bipartisan Criminal Justice Bill,0.315,0.37,0.315,0.0
"As Facebook Raised a Privacy Wall, It Carved an Opening for Tech Giants",0.0,1.0,0.0,0.0
Allergan Halts Sales in Europe of Textured Breast Implants Linked to Rare Cancer,0.0,0.732,0.268,-0.6597
"Hacked European Cables Reveal a World of Anxiety About Trump, Russia and Iran",0.0,0.714,0.286,-0.5267
Quotation of the Day: Teenagers Can’t Quit Vaping. Experts Can’t Help.,0.213,0.787,0.0,0.4019
Facebook’s Data Sharing and Privacy Rules: 5 Takeaways From Our Investigation,0.219,0.781,0.0,0.4215
"In Home Village of Girl Who Died in U.S. Custody, Poverty Drives Migration",0.0,0.615,0.385,-0.7845
Ahab’s Inspiration,0.773,0.227,0.0,0.5267
Matt Harvey Joins the Angels on a One-Year Deal,0.0,1.0,0.0,0.0
Jarrett Allen Refuses to Be on LeBron’s Poster ,0.0,1.0,0.0,0.0
Thousands of Migrant Children Could Be Released After Sponsor Policy Change,0.0,1.0,0.0,0.0
"It’s Showtime for Elon Musk’s Boring Co., With a Long Way to Go",0.0,0.839,0.161,-0.3182
"The Nets, Playing at Home, Wrestle the Spotlight From the Lakers",0.153,0.847,0.0,0.2023
Not Just Khashoggi: Reprisal Killings of Journalists Surged This Year,0.0,0.667,0.333,-0.6705
On Politics: The End of the Trump Foundation,0.0,1.0,0.0,0.0
Word + Quiz: rigamarole,0.0,1.0,0.0,0.0
Binoculars,0.0,1.0,0.0,0.0
Learning With: ‘Russian 2016 Influence Operation Targeted African-Americans on Social Media’,0.0,1.0,0.0,0.0
Spices. Soil. Worn Photos. These Are the Objects Unidentified Migrants Left Behind.,0.0,0.833,0.167,-0.296
More Spideys for a ‘Spider-Man: Into the Spider-Verse’ Sequel,0.0,1.0,0.0,0.0
Chinese City Bans Christmas Displays Amid Religious Crackdown,0.0,1.0,0.0,0.0
Stephen Colbert Enjoys Michael Flynn’s Pain,0.311,0.377,0.311,0.0
Want a Different Way to Ring in the New Year? Visit Antarctica,0.106,0.894,0.0,0.0772
The Hospital’s Gift of Downtime,0.42,0.58,0.0,0.4404
This Sandwich Is a Luxurious Holiday Gift to You,0.444,0.556,0.0,0.6808
"This Winter, Don’t Just Sit by a Crackling Fire. Smell Like It, Too.",0.157,0.692,0.151,0.0258
Who Are the Ordinary Heroes of 2018?,0.355,0.645,0.0,0.5106
How to Wrap Advice as a Gift a Teenager Might Open,0.225,0.775,0.0,0.4404
Is Denaturalization the Next Front in the Trump Administration’s War on Immigration?,0.0,0.738,0.262,-0.5994
Trevante Rhodes Wants to Challenge How Hollywood Portrays Black Men,0.126,0.874,0.0,0.0772
How Exercise May Make Us Healthier,0.0,1.0,0.0,0.0
"New Yorkers Have a Constitutional Right to Nunchucks, Judge Rules",0.0,1.0,0.0,0.0
Oslo Puts Up a Stop Sign,0.0,0.694,0.306,-0.296
"For Women, a Year of Stunning Deeds and Wrenching Moments",0.224,0.776,0.0,0.3818
Investors Expect a Much Less Aggressive Fed in 2019,0.0,0.86,0.14,-0.079
Japanese Justice Faces Scrutiny in Case of Nissan Chief and U.S. Board Member,0.221,0.779,0.0,0.5267
"She Wouldn’t Promise Not to Boycott Israel, So a Texas School District Stopped Paying Her",0.235,0.661,0.105,0.3318
Scooter Magruder Is Every Sports Fan You Have Ever Known,0.204,0.796,0.0,0.3182
What to See in New York Art Galleries This Week,0.0,1.0,0.0,0.0
"That Punishing Blockade? ‘We’ve Moved On,’ Qatar Says",0.0,0.66,0.34,-0.5574
Twelve Books for Feminist Boys and Girls ,0.0,1.0,0.0,0.0
Why Deep Blue New York Is ‘Voter Suppression Land’,0.0,1.0,0.0,0.0
‘Dead Skunk’ Stench From Marijuana Farms Outrages Californians,0.0,0.476,0.524,-0.765
 Opening a Door to a Secret Prague,0.0,1.0,0.0,0.0
The Otherworldly Beauty of a Dying Sea,0.388,0.612,0.0,0.5859
Exploring Brooklyn’s Great Outdoors,0.577,0.423,0.0,0.6249
"Love ‘Mary Poppins Returns’? You’ll Love These Books, Too — No Matter How Old You Are",0.374,0.578,0.048,0.8529
"As Manhattan’s Chinatown Changes, Food Vendors Keep a Bit of the Old With the New",0.0,1.0,0.0,0.0
A Look at Ice Skating in New York: 75 Years of Chill Style,0.0,1.0,0.0,0.0
GlaxoSmithKline and Pfizer to Merge Consumer Health Units,0.0,1.0,0.0,0.0
"U.S. Will Review Travel Ban on North Korea, Envoy Says",0.0,0.714,0.286,-0.5574
When the Child Becomes the Parent,0.0,1.0,0.0,0.0
Finding a Story at the Trumps’ Dinner Table,0.0,1.0,0.0,0.0
The Ethics of Genetically Editing Babies,0.0,1.0,0.0,0.0
Why Go to the Chapel or City Hall When You Can Say ‘I Do’ Like Aquaman?,0.143,0.857,0.0,0.3612
Goldman’s Malaysian Scandal Revives the ‘Too Big to Jail’ Debate,0.193,0.593,0.215,-0.0772
DealBook Briefing: Inside Facebook’s Huge Data Giveaway to Its Big Tech Brethren,0.173,0.827,0.0,0.3182
"Italy and E.U. Reach a Budget Deal, as Populist Plan Runs Into Reality",0.084,0.916,0.0,0.0258
What to Expect When Expecting a Government Shutdown,0.0,1.0,0.0,0.0
"‘I Can English Understand,’ New Official Says. The Swiss Have Their Doubts.",0.0,0.833,0.167,-0.296
"$3 Million Homes in Georgia, New York and Texas",0.0,1.0,0.0,0.0
Benefit Auction for Miss Porter’s School to Feature Works by Female Artists,0.205,0.685,0.11,0.34
Stocks Tumble After Fed Signals More Rate Rises in 2019,0.0,1.0,0.0,0.0
"Trump to Withdraw U.S. Forces From Syria, Declaring ‘We Have Won Against ISIS’",0.236,0.764,0.0,0.5719
House Hunting in … Germany,0.0,1.0,0.0,0.0
T’s Most Stunning Fashion Pictures of the Year,0.292,0.708,0.0,0.4391
Secret Santa Leaves 2-Year-Old Girl Gifts for the Next 14 Christmases,0.0,1.0,0.0,0.0
Did Jeremy Corbyn Call Theresa May ‘a Stupid Woman’?,0.0,0.702,0.298,-0.5267
"How to Rescue, Repair and Revive Old Family Photos",0.449,0.551,0.0,0.6908
Pope Ousts Los Angeles Bishop After Allegation of Misconduct with a Minor,0.0,1.0,0.0,0.0
Late-Night Philosophy Festival Expands to Five U.S. Cities,0.434,0.566,0.0,0.5574
Yule Log!,0.0,1.0,0.0,0.0
What to Watch Ahead of the Fed Meeting,0.0,1.0,0.0,0.0
"Levittown, N.Y.: The Original Starter Community",0.315,0.685,0.0,0.3182
Comforting Fragrances for Cold Winter Days,0.351,0.649,0.0,0.4019
"For Mo’ne Davis, a Social Awakening and a Commitment to Hampton",0.206,0.794,0.0,0.3818
Is David Lee Roth the Estée Lauder of Tattoos? ,0.0,1.0,0.0,0.0
Bundle Up to Get Down,0.0,1.0,0.0,0.0
Senate Passes Stopgap Spending Bill That Would Avert Shutdown,0.0,0.825,0.175,-0.1779
"Google’s Marketing of Children’s Apps Misleads Parents, Consumer Groups Say",0.0,1.0,0.0,0.0
A New Comics Publisher Aims to Shake Things Up,0.0,0.825,0.175,-0.1779
"‘You’ve Got Mail’ Is Secretly a Tragedy, Too",0.0,0.614,0.386,-0.6597
2018: The Year in Stuff,0.0,1.0,0.0,0.0
"Wild Speculation Isn’t Worth Much. A ‘Theory,’ However...",0.213,0.787,0.0,0.2263
How to Delete Facebook,0.0,1.0,0.0,0.0
Online Retailers Aim to Shake Up the Wedding Market,0.0,0.825,0.175,-0.1779
Johnson & Johnson Loses Bid to Overturn a $4.7 Billion Baby Powder Verdict,0.107,0.738,0.154,-0.1779
Should Aziz Ansari and Louis C.K. Talk About Accusations Onstage?,0.0,0.796,0.204,-0.3182
‘Mockingbird’ Opens on Broadway,0.0,1.0,0.0,0.0
"China Holds Third Canadian, Escalating Diplomatic Crisis With the United States",0.176,0.566,0.258,-0.3182
Behind the Cover: Trump’s Inquisitors,0.0,1.0,0.0,0.0
China’s ‘Belt and Road’ Plan in Pakistan Takes a Military Turn,0.0,1.0,0.0,0.0
Watch ‘If Beale Street Could Talk’ Build a Dream Home,0.182,0.818,0.0,0.25
Israel Calls for International Action Against Hezbollah Tunnels,0.0,1.0,0.0,0.0
Nevada Becomes First State With Majority of Women in Assembly,0.0,1.0,0.0,0.0
Facebook Sued by District of Columbia Over Cambridge Analytica,0.0,1.0,0.0,0.0
Covering Climate Talks in the Heart of Poland’s Coal Country,0.318,0.682,0.0,0.6369
‘The Criminals Are Winning’: Londoners on the Police Response to Minor Crimes,0.0,0.748,0.252,-0.5719
"More Pets, Fewer Allergies",0.0,1.0,0.0,0.0
‘Spirits Won’t Rest’: DNA Links Ancient Bones to Living Aboriginal Australians,0.0,1.0,0.0,0.0
Watch a Robotic Hand Play the Piano With a More Human Touch,0.359,0.641,0.0,0.6808
"Under New Leadership, the C.F.P.B. Lives On",0.0,1.0,0.0,0.0
"Fed Raises Interest Rates, Showing Confidence in Health of Economy",0.441,0.559,0.0,0.743
"In Overture to Democrats, Trump Administration May Challenge Peru on Deforestation",0.115,0.885,0.0,0.0772
"Real Madrid, in a Tournament You Never Heard Of, Plays a Team You Never Heard Of",0.0,0.896,0.104,-0.1877
‘The Effects Cannot Be Overstated’: When Tech Invaded Media,0.0,1.0,0.0,0.0
Renzo Piano Design Will Replace Collapsed Bridge in Genoa,0.0,0.792,0.208,-0.2732
Nicole Kidman Still Can’t Believe What ‘Destroyer’ Did to Her,0.0,1.0,0.0,0.0
The Year in Yesteryear: Standout Music Books and Boxed Sets,0.0,1.0,0.0,0.0
The Fed Just Raised Interest Rates. Here’s What That Means for Your Wallet.,0.2,0.8,0.0,0.4588
"Deep Beneath Your Feet, They Live in the Octillions",0.0,1.0,0.0,0.0
Top Cancer Doctor Resigns as Editor of Medical Journal,0.124,0.414,0.462,-0.7096
Juul May Get Billions in Deal With One of World’s Largest Tobacco Companies,0.0,1.0,0.0,0.0
Deal to Give Cuban Players Easy Path to M.L.B. Meets Government Resistance,0.209,0.791,0.0,0.4404
"How to Tune Up Your Heating System This Winter, and Other Climate News",0.0,1.0,0.0,0.0
The Bullet Lodged in His Knee. Then the Injuries Really Began. ,0.0,1.0,0.0,0.0
When Man and Hoop Become One,0.0,1.0,0.0,0.0
"Catholic Church in Illinois Withheld Names of at Least 500 Priests Accused of Abuse, Attorney General Says",0.0,0.701,0.299,-0.7506
Director Quits ‘All My Sons’ Amid Dispute Over Cast’s Racial Makeup,0.0,0.787,0.213,-0.4019
Jerome Powell Tries a Nuanced Fed Policy. Markets Don’t Like It.,0.2,0.8,0.0,0.3612
"Blackwater Security Contractor Found Guilty, Again, in Deadly 2007 Iraq Shooting",0.169,0.634,0.197,-0.1027
"Alexander Perepilichny, Russian Whistle-Blower, Likely Died of Natural Causes, Coroner Rules",0.166,0.596,0.238,-0.2732
"The 4 ‘Attachment Styles,’ and How They Sabotage Your Work-Life Balance",0.0,0.746,0.254,-0.5267
"What to Do for a Last-Minute Gift, and How to Find Pajamas for Any Body",0.172,0.828,0.0,0.4404
"No Heat for 10 Years, and the City Is Their Landlord",0.0,0.82,0.18,-0.296
Embattled Head of New York Public Radio to Step Down,0.0,1.0,0.0,0.0
Washington’s Montae Nicholson Seems to Knock a Man Out in Video,0.0,1.0,0.0,0.0
What We Can Learn About Online Privacy From Climate Change,0.0,1.0,0.0,0.0
"Bidding Congress Farewell, Paul Ryan Laments Nation’s ‘Broken’ Politics",0.0,0.762,0.238,-0.3612
Trump’s Use of National Security to Impose Tariffs Faces Court Test,0.176,0.662,0.162,0.0516
Congress Grills Head of V.A. Over New Health Care Law,0.262,0.738,0.0,0.4939
Global Trade Tensions Boil Over at Staid W.T.O. Forum,0.0,0.748,0.252,-0.4019
"Fewer Births, More Deaths Result in Lowest U.S. Growth Rate in Generations",0.171,0.658,0.171,0.0
"U.S. Exit Seen as a Betrayal of the Kurds, and a Boon for ISIS",0.0,0.774,0.226,-0.5859
Secret Experiment in Alabama Senate Race Imitated Russian Tactics,0.0,1.0,0.0,0.0
The Meeting in the Mountains That Led to $800 Million in Cash for El Chapo,0.0,1.0,0.0,0.0
No Need to Mourn as Missy Franklin Retires From Swimming at 23,0.0,0.667,0.333,-0.6124
"Der Spiegel Fires Award-Winning Writer, Citing Fabrication on ‘Grand Scale’",0.0,1.0,0.0,0.0
Transparency of Puerto Rico Bankruptcy Is the Aim of a New Bill,0.0,1.0,0.0,0.0
"Despite Challenges, Health Exchange Enrollment Falls Only Slightly",0.0,0.851,0.149,-0.0572
"With ‘No Simple Solution,’ Tennis Panel on Match-Fixing Issues 12 Recommendations",0.0,1.0,0.0,0.0
5 Cheap(ish) Things for a Romantic Date Night,0.278,0.722,0.0,0.4019
North Carolina Election Contractor Was Investigated for Possible Fraud in 2016 Race,0.0,0.743,0.257,-0.5859
"Mayor de Blasio Backs Legal Marijuana, With Caveats",0.172,0.69,0.138,0.0772
BuzzFeed Wins Defamation Lawsuit Filed by Executive Named in Trump Dossier,0.253,0.616,0.13,0.4215
Quotation of the Day: No Heat for 10 Years. The Landlord: New York City,0.0,0.855,0.145,-0.296
Trump Administration to Lift Sanctions on Russian Oligarch’s Companies,0.0,1.0,0.0,0.0
Facebook Rebuked for Failing to Disclose Data-Sharing Deals,0.0,0.68,0.32,-0.5106
Deputy Mayor Who Oversaw Amazon Deal and Troubled Housing Authority Is Leaving,0.2,0.6,0.2,-0.25
5 Ways Facebook Shared Your Data,0.324,0.676,0.0,0.34
Choice of Routes,0.0,1.0,0.0,0.0
On Politics: Trump Orders All Troops Out of Syria,0.0,1.0,0.0,0.0
Six Decapitated Seal Pups Found on New Zealand Beach,0.0,1.0,0.0,0.0
Dutch Consider Taking Russia to Court Over Downing of Jet Over Ukraine,0.0,1.0,0.0,0.0
Carlos Ghosn and Nissan Board Member May Soon Leave Japanese Jail,0.0,0.893,0.107,-0.0516
Word + Quiz: garish,0.0,1.0,0.0,0.0
Headphones,0.0,1.0,0.0,0.0
There’s More Religion Than You Think in Bach’s ‘Brandenburgs’,0.0,1.0,0.0,0.0
"After Amazon Contest, N.Y. Lawmakers Want to Block Negotiations Done in Secret",0.201,0.604,0.195,-0.2263
Gatwick Airport Shut Down by ‘Deliberate’ Drone Incursions,0.0,1.0,0.0,0.0
Learning With: ‘Senate Passes Bipartisan Criminal Justice Bill’,0.266,0.469,0.266,0.0
Creating a Community of Latin American Women Photographers,0.239,0.761,0.0,0.296
Chinese Authorities Identify Third Canadian Detained in Diplomatic Spat,0.0,0.748,0.252,-0.4019
What Bode Miller Can’t Travel Without,0.0,1.0,0.0,0.0
The Power of the ‘Little Comment’ in Mother-Daughter Relationships,0.0,1.0,0.0,0.0
In Praise of Gentleness ,0.545,0.455,0.0,0.5574
Letter of Recommendation: Tió de Nadal,0.0,1.0,0.0,0.0
What Is Your Choice for Word of the Year?,0.0,1.0,0.0,0.0
The Filmmaker Karyn Kusama Explores the Many Dimensions of Women’s Rage,0.0,0.735,0.265,-0.5574
Ian Rankin: By the Book,0.0,1.0,0.0,0.0
"A Big, Shared Cookie Is an Invitation to Stay and Talk Into the Night",0.156,0.844,0.0,0.34
The Church Settled Sexual Abuse Cases Against This Priest. Why Is He Still Saying Mass?,0.0,0.769,0.231,-0.6369
Saquon Barkley’s Rare Talent and Seriously Rare Name,0.267,0.571,0.162,0.2732
36 Hours in Anaheim,0.0,1.0,0.0,0.0
6 Immersive Theater Shows to See in New York,0.0,1.0,0.0,0.0
He Was Sentenced to Life for Selling Crack. Now Congress Wants to Reconsider.,0.0,0.916,0.084,-0.0258
"After More Than Two Decades of Work, a New Hebrew Bible to Rival the King James",0.0,1.0,0.0,0.0
9 Things You Should Know Before You Go to India,0.0,1.0,0.0,0.0
